"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"livehealingly","Healing to find Joy and Peace. Helping when possible : #blog by @waltika #livehealingly #mindfulness #trauma #abuse #abandonment #neglect #peaceonearth",240889,20987,9361,17546,"https://t.co/1F2gIB4cpp","healing.ly","2016-02-09 12:38:33",FALSE,FALSE,"livehealingly","Geneva, Switzerland","en",4891838002,1645,FALSE,"http://pbs.twimg.com/profile_images/772379678300659712/x40njwNb_normal.jpg",-81.4752076,31.1732476
"OHAOregon","Better health, better care, lower costs #ORHealth #ModernizeORHealth #EndHIVOR",5527,4970,475,1177,"https://t.co/PknI4wOp3D","OR Health Authority","2010-06-02 20:01:14",FALSE,FALSE,"OHAOregon","Oregon","en",151175266,230,FALSE,"http://pbs.twimg.com/profile_images/762782001229287425/axHvjfQV_normal.jpg",-82.3525952,26.9620053
"RBHARVA","Official twitter account for the Richmond Behavioral Health Authority. For crisis 24/7 call 804 819 4100",243,51,25,64,"http://t.co/AqmBWQCUoy","RBHA","2015-07-10 20:08:16",FALSE,FALSE,"RBHARVA","Richmond, VA","en",3369673947,3,FALSE,"http://pbs.twimg.com/profile_images/644900445132075008/yk5eJhKF_normal.png",-77.0368707,38.9071923
"dikeough","Storyteller-in-Chief | Content strategist | Award-winning journalist | Content Innovator | TEDx presenter | Recovering perfectionist | Sharpie Collector",39652,29612,43755,19440,"https://t.co/AkwYjvRbn5","Diana Keough","2008-09-05 00:33:23",FALSE,FALSE,"dikeough","Atlanta ","en",16137743,699,FALSE,"http://pbs.twimg.com/profile_images/689846987496226823/GEtlH2NT_normal.jpg",-96.7311034,43.5445959
"donnahelmssog","",25742,1371,24340,1696,"https://t.co/CixH8evrkD","DonnaHelms","2015-02-11 18:04:26",FALSE,FALSE,"donnahelmssog","North Carolina","en",3030920836,2,FALSE,"http://pbs.twimg.com/profile_images/824243306729181186/56GBDyjj_normal.jpg",-122.3320708,47.6062095
"ColumbiaScience","Science and technology news from @Columbia University in the City of New York. Media contact: 212-854-5276",5173,6945,1939,2224,"https://t.co/wfkMpHQKk4","ColumbiaScience","2009-07-27 20:01:36",FALSE,FALSE,"ColumbiaScience","New York, NY","en",60694237,295,FALSE,"http://pbs.twimg.com/profile_images/867113411229995008/7-j9XOpi_normal.jpg",-127.6476205,53.7266683
"Haro_Hartounian","Executive Director, Biopharmaceutical iLab @NewJerseyII #Entrepreneur #Biotechnology #Life Science#Strategic Leader",279,1216,202,635,"https://t.co/2XR8tZWiCt","Haro Hartounian","2017-02-22 17:32:30",FALSE,FALSE,"Haro_Hartounian"," New York","en",834455840748867584,14,FALSE,"http://pbs.twimg.com/profile_images/929562258631528448/oO8llH5A_normal.jpg",-122.801094,49.1044302
"MizCole2U","#Survivor #Advocate #Speaker #LivingMiracle #I_inspire Saving Lives is what I do!! #BuckeyeForLife",9551,1481,2987,1177,"http://t.co/tsukYbBBCu","Alicia Cole","2008-11-08 05:43:08",FALSE,FALSE,"MizCole2U","www.PatientSafetyASAP.org","en",17246068,89,FALSE,"http://pbs.twimg.com/profile_images/762475338064551936/X5xmAj1Q_normal.jpg",-106.346771,56.130366
"DrWillip","Wellness practitioner, antibiotic inventor, research scientist, writer, educator, blogger, cartoonist, sculptor, choir singer. Son of a great artist.",6766,5071,828,4625,"http://t.co/oYTEY2sIud","Dr. Phil Domenico","2009-10-07 15:53:09",FALSE,FALSE,"DrWillip","NYC","en",80608024,176,FALSE,"http://pbs.twimg.com/profile_images/961246034599931904/Jmi5EQP5_normal.jpg",-98.1766747,31.0560323
"davidgsIoT","#IoT Pioneer, architect & technologist. Never speaking for anyone else. I'm mostly in it for the Tacos. @InfluxDB pays me, but not for this.",11128,1681,798,1211,"https://t.co/UuCeHUdVzY","David G. Simmons","2012-09-28 17:15:28",FALSE,FALSE,"davidgsIoT","North Carolina, USA","en",851430115,362,FALSE,"http://pbs.twimg.com/profile_images/968891950526066688/4MBn4IIZ_normal.jpg",-118.2436849,34.0522342
"plan2improve","Seasoned healthcare professionals ready to partner with you;  Professional fee and facility coding, Operations, executive coaching and more.",4379,62,17,156,"http://t.co/EVmIEaViYK","PartnersNImprovement","2013-12-18 00:06:30",FALSE,FALSE,"plan2improve","North Carolina","en",2251150633,18,FALSE,"http://pbs.twimg.com/profile_images/413100694237761536/MyBQjpge_normal.jpeg",-77.1945247,41.2033216
"maplepatriot99","Canadian anti-globalist pro-nationalist Patriot #removetrudeau #MCGA #prosperitynotsocialism #HamOnt #onpoli",6555,219,5357,320,"https://t.co/2wL2hE81pa","maplepatriot","2016-12-02 02:13:51",FALSE,FALSE,"maplepatriot99","Canada","en",804508851244412928,10,FALSE,"http://pbs.twimg.com/profile_images/806182091411034112/y-9T23Vy_normal.jpg",-95.712891,37.09024
"PergamIC","ID clin research @fredhutch|@UW|@SeattleCCA in immunosuppressed - #infectionprevention <ed><U+00A0><U+00BD><ed><U+00B2><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+0089>#vaccines Instagram: @pergamicinsta blog: https://t.co/syzIi23iC5",14309,1589,22142,1340,"https://t.co/TZUJNixqW1","Steven Pergam","2015-05-06 23:45:12",FALSE,FALSE,"PergamIC","Seattle, WA","en",3187144393,107,FALSE,"http://pbs.twimg.com/profile_images/808540882060222464/nQq7NhTu_normal.jpg",-121.3153096,44.0581728
"ACHI_Net","Arkansas Center for Health Improvement is a nonpartisan, independent, health policy center that serves as a catalyst to improve the health of Arkansans.",825,445,184,996,"http://t.co/G2InXeihPi","ACHI","2015-02-11 20:47:31",FALSE,FALSE,"ACHI_Net","Arkansas","en",3031281028,14,FALSE,"http://pbs.twimg.com/profile_images/954124876293394432/jrkK9ILw_normal.jpg",-77.0368707,38.9071923
"health_unltd","Health Unlimited is a global strategic consultancy and communications agency driving results and solving the world’s most complex, challenging health issues.",202,297,116,178,"https://t.co/kraFI69sFu","Health Unlimited","2016-03-04 23:23:34",FALSE,FALSE,"health_unltd","London, England","en",705896494604410880,10,FALSE,"http://pbs.twimg.com/profile_images/709353630680424448/zI2Fo5nr_normal.jpg",-121.3153096,44.0581728
"Pharmacy_Today","The monthly pharmacist care magazine of the American Pharmacists Association.",15937,9965,1654,1304,"http://t.co/EykwXxHYt4","Pharmacy Today","2012-08-09 13:25:07",FALSE,FALSE,"Pharmacy_Today","Washington, DC","en",747226256,166,FALSE,"http://pbs.twimg.com/profile_images/885899913027919872/dli7PuIt_normal.jpg",-122.1770818,48.0517637
"GlennCountyOES","Official Twitter account for Glenn County Sheriff's Office-Office of Emergency Services. Tag us using #GlennPrepares To report an emergency, please call 9-1-1.",1205,321,723,103,"https://t.co/qgHzEXu62S","Glenn County OES","2016-09-13 18:54:20",FALSE,FALSE,"GlennCountyOES","Willows, CA","en",775769598754852864,26,FALSE,"http://pbs.twimg.com/profile_images/775778934663196672/us-2Ys4i_normal.jpg",-73.8648268,40.8447819
"POTSadventure","I am a mother of 3 amazing kids living with POTS. I lost 2 years of my life in bed due to POTS. Now I'm fighting to live my life to the fullest.",398,81,354,73,"https://t.co/S8AdzqCWOq","POTSAdventure","2014-01-25 06:18:47",FALSE,FALSE,"POTSadventure","Washington, USA","en",2302933533,0,FALSE,"http://pbs.twimg.com/profile_images/964688766127370240/z2aa7izY_normal.jpg",-73.8648268,40.8447819
"3oh3paromero","Award winning Editor / Producer for Kaiser Permanente Colorado. #BroncosCountry is my home. 
  (Views expressed here are my own  and NOT that of my employers)",15991,1270,11946,2457,"https://t.co/ABJtSOeFdi","Paul Romero","2009-07-01 14:27:23",FALSE,FALSE,"3oh3paromero","Westminster Colorado","en",52739218,45,FALSE,"http://pbs.twimg.com/profile_images/946392930494885888/ajPED6Rx_normal.jpg",-92.3340724,38.9517053
"Deplorable76","Liberty entrepreneur, Conspiracy Analyst, Very Fake News Watchdog, All Around Truth Seeker.",9857,76,225,143,"https://t.co/1yn3pZv2Zd","No Snowflake Zone","2016-11-16 18:14:38",FALSE,FALSE,"Deplorable76","Las Vegas, NV","en",798952434429108224,4,FALSE,"http://pbs.twimg.com/profile_images/799065013809922049/2g-vOeMD_normal.jpg",-77.1527578,39.0839973
"windinghillvet","Winding Hill Veterinary Clinic in Mechanicsburg, PA is a full service companion animal hospital",473,281,2,368,"http://t.co/wiBXea2p4R","windinghillvet","2013-06-17 11:56:11",FALSE,FALSE,"windinghillvet","Mechanicsburg, PA","en",1524668336,6,FALSE,"http://pbs.twimg.com/profile_images/378800000005726382/56b9c969f7397289788519dc7ce16204_normal.jpeg",-99.9018131,31.9685988
"MelissaPederse","Interested in Personal Finance, Technology, Entrepreneurs, and Dogs, not necessarily in that order.",31695,2035,596,1475,"https://t.co/1SKcTVGff7","Melissa Pedersen","2009-04-22 16:57:24",FALSE,FALSE,"MelissaPederse","New Jersey, USA","en",34326583,307,FALSE,"http://pbs.twimg.com/profile_images/755459851719802880/ZZCdvdjm_normal.jpg",-86.902298,32.3182314
"FDA_MCMi","FDA's Medical Countermeasures Initiative (MCMi) - protecting national health and security. Privacy policy - http://t.co/8Udd9QWfKC",3827,3064,493,840,"http://t.co/H4sA9qW2ey","FDA Medical Countermeasures Initiative","2013-07-19 14:28:35",FALSE,TRUE,"FDA_MCMi","Silver Spring, MD","en",1606025952,107,FALSE,"http://pbs.twimg.com/profile_images/773146881891397632/NaOSMFd1_normal.jpg",-3.218894,54.108967
"SFC_FoodHome","Northern California’s culinary scene, captured by the @sfchronicle’s award-winning Food team.",11017,23096,941,184,"http://t.co/RBZOQxXa1U","Chronicle Food","2009-03-09 21:15:41",FALSE,TRUE,"SFC_FoodHome","San Francisco, CA","en",23502733,1028,FALSE,"http://pbs.twimg.com/profile_images/704447217071882240/MscJcK24_normal.jpg",-82.907123,40.4172871
"SquirrelWeather","Weather enthusiast reporting observations and conditions in southwest Sanbornton, New Hampshire.  Madis ID: D5465 / CoCoRaHS: NH-BK-29",889,18,992,118,"https://t.co/DpIQxuPwhN","Squirrel Weather","2017-07-14 18:33:08",FALSE,FALSE,"SquirrelWeather","Sanbornton, NH","en",885930176051281920,0,FALSE,"http://pbs.twimg.com/profile_images/886424285375373312/YVxH1vTk_normal.jpg",-82.4571776,27.950575
"CClinicJournal","The official Twitter account for Contemporary Clinic.",1970,320,146,152,"http://t.co/78ePwerDsS","Contemporary Clinic","2015-08-02 20:03:22",FALSE,FALSE,"CClinicJournal","United States","en",3400425129,30,FALSE,"http://pbs.twimg.com/profile_images/628291663622856704/niaau45S_normal.jpg",-71.5723953,43.1938516
"RochelleFox46","Investigator. Truth Seeker. Storyteller. Early AM Anchor on #GoodDayCharlotte for @FOX46News. @UMDKappaDelta <ed><U+00A0><U+00BD><ed><U+00B0><U+00A2> Go Terps! https://t.co/bYmiHyqFyU <ed><U+00A0><U+00BC><ed><U+00BE><U+00A4><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BD><ed><U+00B5><U+00B5><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F>",7515,929,770,817,"https://t.co/3e0kEmXmLZ","Rochelle Metzger","2011-02-01 17:08:36",FALSE,FALSE,"RochelleFox46","Charlotte, NC","en",245873194,53,FALSE,"http://pbs.twimg.com/profile_images/939311012850880512/fKBx0bO1_normal.jpg",-92.2895948,34.7464809
"UConnCSCH","UConn's Collaboratory on School and Child Health: facilitating connections across research, policy, and practice arenas relevant to school and child health",1520,259,223,355,"https://t.co/jrD7PYnrv1","UConn CSCH","2015-11-02 02:13:04",FALSE,FALSE,"UConnCSCH","University of Connecticut","en",4094138597,10,FALSE,"http://pbs.twimg.com/profile_images/661004180648235009/2M31I-Bv_normal.png",-110.3625658,46.8796822
"Nuevomedio","Information is worthless if it doesn´t lead to knowledge",949303,5861,2339,0,"https://t.co/Pr6ZkfFEht","tHeKnOwLeDgEaGe","2009-12-19 21:55:07",FALSE,FALSE,"Nuevomedio","Earth","en",97989357,2575,FALSE,"http://pbs.twimg.com/profile_images/971025879483715585/rTBonnit_normal.jpg",-76.915807,38.928167
"GracePlaton","Marketing Communications Strategist with expertise in brand-boosting PR and events that energize and engage the audience.",9574,4772,76,4104,"http://t.co/wmZHiMbLnT","Grace Platon","2011-09-23 15:36:40",FALSE,FALSE,"GracePlaton","Dallas, Texas","en",378653020,292,FALSE,"http://pbs.twimg.com/profile_images/378800000020202268/89f670bf6a718a1884a4d38a0d7f58bc_normal.jpeg",-122.0651819,37.9100783
"VeteransHealth","Health benefits information from the Veterans Health Administration, US Department of Veterans Affairs. Our Twitter Policy: http://t.co/uhX4zWheBP",21755,98165,1653,881,"http://t.co/T54E8CiypM","Veterans Health","2008-11-12 19:21:51",FALSE,FALSE,"VeteransHealth","Washington, D.C.","en",17346287,1569,FALSE,"http://pbs.twimg.com/profile_images/344513261570144451/6e587805e89b82ecf41c40375e28db37_normal.png",-81.5157535,27.6648274
"ASTHO","ASTHO is the national nonprofit representing the state and territorial #publichealth agencies of the US, US territories, and DC. Visit https://t.co/u3mXNiUTGB.",25216,9403,3249,997,"http://t.co/KyEfELmnln","ASTHO","2008-10-30 16:32:18",FALSE,FALSE,"ASTHO","Arlington, VA","en",17068564,336,FALSE,"http://pbs.twimg.com/profile_images/959074822537007104/dOoGjeh1_normal.jpg",-77.4360481,37.5407246
"HCSMnews","Healthcare Communications Social Media News. Live conference highlights. #HCSM https://t.co/KqAWFz1Ldj #Vancouver #medtech #pharmacy #tedmed #bchc #CdnHealth",81951,19681,83677,20127,"https://t.co/yoZKuVXSqr","HCSM News","2012-11-01 23:59:42",FALSE,FALSE,"HCSMnews","Vancouver, BC, Canada","en",920051202,2408,FALSE,"http://pbs.twimg.com/profile_images/529205792860168192/ZgLFeQXb_normal.jpeg",-74.6049061,40.5939636
"ThibGSana","PostDoc in Microbiology @Stanford, in the Monack lab studying #T6SS #scicomm 
ORCID 0000-0003-0723-6924",934,349,3969,655,"https://t.co/avKzIZ3OA0","Thibault G Sana","2016-07-24 02:52:06",FALSE,FALSE,"ThibGSana","California, USA","en",757045665641869312,8,FALSE,"http://pbs.twimg.com/profile_images/844286390045048832/kuOKIKFl_normal.jpg",12.5683372,55.6760968
"sycamorevets","We're a small animal hospital in Newtown, PA that has provided high quality veterinary care to our clients' beloved dogs and cats since 1979.",134,72,1,106,"https://t.co/cvtZ3qbN0R","Sycamore Vet","2015-12-02 19:27:45",FALSE,FALSE,"sycamorevets","Newtown, PA","en",4353562101,0,FALSE,"http://pbs.twimg.com/profile_images/831891794379956226/YQft_sIo_normal.jpg",-85.8349648,33.6142714
"lauvidales","Cumpliendo sueños sin rendirme... @ANSeRiap FB Aquí Nadie Se Rinde, IAP @SaboresCdMex @CarreraANSeR",26272,1735,20389,1099,"https://t.co/rmNXa0eSyt","Laura Vidales","2009-09-13 18:06:02",FALSE,FALSE,"lauvidales","Mexico City","en",73936198,35,FALSE,"http://pbs.twimg.com/profile_images/964610582249750528/OBQK7RTn_normal.jpg",-91.8318334,35.20105
"fairfaxcounty","Official Twitter account of Fairfax County Government. Tweets, replies and DM's are archived. <ed><U+00A0><U+00BD><ed><U+00B3><U+0093>School status = @FCPSnews. <U+2744><U+FE0F> Snow plows = @VaDOTNOVA",17899,258549,282,143,"https://t.co/KnHl1Y0jQX","Fairfax County Government","2008-08-27 20:02:46",FALSE,TRUE,"fairfaxcounty","Fairfax, VA","en",16016705,985,FALSE,"http://pbs.twimg.com/profile_images/948271972479389698/yGULov-J_normal.jpg",-117.1610838,32.715738
"KaiserFamFound","Filling the need for trusted information on national health issues | nonprofit organization | health policy analysis, journalism & polling",18094,91407,3,22,"https://t.co/kIhQFSksoO","Kaiser Family Foundation","2009-10-23 15:17:51",FALSE,TRUE,"KaiserFamFound","San Francisco, CA | Washington DC","en",84614572,2650,FALSE,"http://pbs.twimg.com/profile_images/971039409540878337/2n-HSVxP_normal.jpg",-0.1277583,51.5073509
"LoneStarPharm","",74,131,91,96,"http://t.co/2HCFtpce9m","Lone Star Pharmacy","2015-03-18 14:43:41",FALSE,FALSE,"LoneStarPharm","Santa Fe, TX","en",3096357750,4,FALSE,"http://pbs.twimg.com/profile_images/626511696052400128/NuzUZjNq_normal.jpg",-77.1527578,39.0839973
"EinsteinHealth","Einstein Healthcare Ntwk, Philadelphia's largest independent academic med ctr & home to MossRehab, Einstein Med Ctr Philly,  & Einstein Med Ctr Montgomery",7505,3499,1622,2288,"http://t.co/VWAOiVN7rx","Einstein Healthcare","2009-05-11 16:13:42",FALSE,FALSE,"EinsteinHealth","Philadelphia Pennsylvania USA","en",39280736,132,FALSE,"http://pbs.twimg.com/profile_images/822128758027091968/3BCw9kWK_normal.jpg",-102.552784,23.634501
"GreaterBaden","Greater Baden Medical Services is a non-profit organization comprised of 6 Federally Qualified Health Centers (FQHC)",757,406,73,642,"http://t.co/FeKcm928wZ","Greater Baden","2009-10-23 14:51:09",FALSE,FALSE,"GreaterBaden","Southern Maryland","en",84608904,24,FALSE,"http://pbs.twimg.com/profile_images/912297972276264962/vLNsDbZ7_normal.jpg",-77.4360481,37.5407246
"ccimhealth","CCIM Medical Director",6034,252,22,188,"https://t.co/GHdZBGoPDz","Dr DV and CCIMHEALTH","2010-04-09 18:22:32",FALSE,FALSE,"ccimhealth","CCIM","en",131246235,24,FALSE,"http://pbs.twimg.com/profile_images/378800000231536134/bd072625b1737dbc3e8dd488a1aee430_normal.jpeg",-122.4194155,37.7749295
"historyatnih","Official Twitter account of the Office of NIH History and Museum, National Institutes of #Health. Informs, documents and preserves the #history of NIH.",4941,2632,325,648,"http://t.co/jGvoD263GH","NIH History Office","2010-10-22 12:03:34",FALSE,TRUE,"historyatnih","Bethesda, Maryland","en",206162681,112,FALSE,"http://pbs.twimg.com/profile_images/378800000501985373/5f09c075de974542308c4239c424737a_normal.jpeg",-1.1743197,52.3555177
"MissouriAAP","Missouri Chapter of the American Academy of Pediatrics. Working to promote the health of all Missouri's children through advocacy, education, and collaboration.",2037,440,664,213,"http://t.co/4zg0Vd7uem","Missouri AAP","2011-12-09 02:30:31",FALSE,FALSE,"MissouriAAP","Jefferson City, MO","en",432131334,21,FALSE,"http://pbs.twimg.com/profile_images/847920708332044289/J9SzYOTZ_normal.png",-77.4360481,37.5407246
"AKRicky","A retired UMC pastor in an RV, married to Karolann. Let's talk about family systems, disfunctional churches, Alaska, or Oklahoma State Sports?",4904,236,2600,571,"https://t.co/BM7X6kKLJD","Richard Whetsell","2011-01-17 03:00:16",FALSE,FALSE,"AKRicky","Seattle or Corpus Christie","en",239213125,19,FALSE,"http://pbs.twimg.com/profile_images/830936613219864577/VMyjpiW5_normal.jpg",-94.5785667,39.0997265
"vidamthamilton","National Clinical Lead Sepsis, Consultant in Anaesthesia and Intensive Care. Tweets my personal view.",1084,517,611,153,"https://t.co/hvbFcp6ZU3","Vida Hamilton","2014-08-26 20:34:48",FALSE,FALSE,"vidamthamilton","University Hospital Waterford","en",2771158436,5,FALSE,"http://pbs.twimg.com/profile_images/603858736411758592/h9i9eOt5_normal.jpg",-122.2711137,37.8043637
"SeattleU_Nurse","(206) 296-5660                             ·Doctor of Nursing Practice (DNP) ·Bachelor of Science in Diagnostic Ultrasound ·Bachelor of Science in Nursing (BSN)",675,251,66,161,"http://t.co/w0i0v2bl","Seattle U Nursing","2012-05-15 23:40:30",FALSE,FALSE,"SeattleU_Nurse","Seattle, Washington USA","en",581345774,10,FALSE,"http://pbs.twimg.com/profile_images/512728857284075520/WtudEK2P_normal.png",-115.1398296,36.1699412
